Member_number,Groceries
3068,"beverages,dog food,hamburger meat,other vegetables,pasta,whole milk,yogurt"
3069,"canned beer,dishes,mustard,tropical fruit,whole milk"
3071,"beef,brown bread,coffee,dishes,domestic eggs,frozen meals,pastry,photo/film,pip fruit,rolls/buns,salty snack,sausage,specialty bar,whole milk"
3072,"beef,bottled water,citrus fruit,dessert,ham,hamburger meat,instant coffee,newspapers,other vegetables,pickled vegetables,salad dressing,specialty bar,spread cheese,whole milk,yogurt"
3073,"berries,fruit/vegetable juice,nut snack,pastry,sliced cheese"
3074,"margarine,mayonnaise,processed cheese,shopping bags,whole milk"
3075,"coffee,hard cheese,organic products,other vegetables,root vegetables,semi-finished bread"
3076,"butter milk,rolls/buns,soda,specialty chocolate"
3077,"bottled water,butter,butter milk,canned beer,chicken,curd,domestic eggs,pastry,root vegetables,salty snack,shopping bags,turkey,vinegar,whole milk"
3078,"detergent,oil,other vegetables,rolls/buns,yogurt"
3079,"chicken,chocolate,frankfurter,mustard,pet care,soda,specialty bar"
3080,"domestic eggs,yogurt"
3081,"brown bread,canned fish,dessert,detergent,fruit/vegetable juice,root vegetables,shopping bags,sliced cheese,soda,specialty cheese,specialty vegetables,tropical fruit,white wine,yogurt"
3082,"bottled water,brown bread,canned beer,canned vegetables,cling film/bags,curd,domestic eggs,frankfurter,frozen dessert,fruit/vegetable juice,packaged fruit/vegetables,pickled vegetables,pip fruit,root vegetables,soda,tropical fruit,whole milk,yogurt"
3083,"brown bread,domestic eggs,flour,fruit/vegetable juice,specialty chocolate,tropical fruit,waffles,whole milk"
3084,"bottled beer,canned beer,chicken,citrus fruit,frankfurter,hamburger meat,margarine,other vegetables,rolls/buns,root vegetables,salt,white wine,whole milk,yogurt"
3085,"grapes,newspapers,soda,whole milk"
3086,"brown bread,chocolate,newspapers,pip fruit,pork,rolls/buns,shopping bags,whole milk,yogurt"
3087,"bottled water,citrus fruit,margarine,white bread,yogurt"
3088,"canned beer,canned fish,chocolate,frankfurter,newspapers,whole milk,yogurt"
3089,"butter milk,citrus fruit,house keeping products,hygiene articles,pickled vegetables,pork,rolls/buns,sausage,soda"
3090,"berries,canned beer,chewing gum,domestic eggs,margarine,newspapers,other vegetables,pasta,processed cheese,rolls/buns,root vegetables,salty snack,shopping bags,tropical fruit,turkey,whipped/sour cream,white bread,whole milk,yogurt"
3092,"brown bread,dessert,packaged fruit/vegetables,sausage,whipped/sour cream,yogurt"
3093,"shopping bags,yogurt"
3094,"bottled beer,bottled water,brown bread,cream cheese ,domestic eggs,frankfurter,grapes,herbs,meat,sausage,soda,tropical fruit,waffles,whipped/sour cream,white bread,whole milk"
3095,"beef,bottled beer,bottled water,canned vegetables,citrus fruit,curd,liquor,newspapers,onions,rolls/buns,root vegetables,sliced cheese,soda,specialty bar,specialty vegetables,whole milk"
3096,"fruit/vegetable juice,misc. beverages,napkins,oil,root vegetables,soups,yogurt"
3097,"berries,brown bread"
3098,"bottled water,citrus fruit,sausage,sugar"
3099,"butter,butter milk,citrus fruit,cream cheese ,frozen dessert,meat,pip fruit,pork,soda,sugar,waffles,whole milk"
3100,"UHT-milk,beef,canned beer,chocolate,curd,frankfurter,margarine,pastry,rolls/buns,root vegetables,salty snack,waffles"
3101,"brown bread,cat food,chicken,chocolate,domestic eggs,frozen dessert,fruit/vegetable juice,meat,newspapers,pork,salt,sausage,soda"
3102,"beef,curd,meat,other vegetables,shopping bags,white bread"
3103,"frozen vegetables,misc. beverages,other vegetables,whole milk"
3104,"bottled beer,bottled water,citrus fruit,dessert,frozen vegetables,fruit/vegetable juice,rolls/buns,root vegetables,soda,spices,spread cheese,white wine,whole milk,yogurt"
3105,"butter,whipped/sour cream"
3106,"ham,nuts/prunes,pastry,pet care,pip fruit,shopping bags,white wine,whole milk"
3107,"bottled water,canned beer,chocolate,citrus fruit,frozen vegetables,meat,napkins,newspapers,rolls/buns,waffles,whole milk,yogurt"
3108,"bottled beer,domestic eggs,whole milk"
3109,"brown bread,canned beer,cat food,coffee,other vegetables,sausage,soda,specialty bar,tropical fruit"
3110,"Instant food products,cereals,frozen potato products,herbs,processed cheese,root vegetables"
3111,"UHT-milk,bottled water,chocolate,citrus fruit,frozen vegetables,grapes,newspapers,oil,other vegetables,pip fruit,pork,rolls/buns,soda,waffles,white bread,whole milk"
3112,"domestic eggs,mustard,nuts/prunes,oil,rolls/buns,whole milk"
3113,"berries,brown bread,cling film/bags,coffee,cream cheese ,domestic eggs,hygiene articles,margarine,other vegetables,soda,tropical fruit"
3115,"bottled water,brown bread,citrus fruit,cream cheese ,frozen fish,frozen vegetables,napkins,other vegetables,shopping bags,snack products,sugar,white bread,whole milk,zwieback"
3116,"baking powder,chewing gum,curd,frozen meals,frozen vegetables,ham,misc. beverages,onions,pickled vegetables,pot plants,soda,whole milk"
3117,"berries,brown bread,cat food,citrus fruit,domestic eggs,fruit/vegetable juice,misc. beverages,napkins,other vegetables,pork,yogurt"
3118,"citrus fruit,liver loaf,other vegetables,salty snack,soda,whole milk,yogurt"
3119,"brown bread,candy,chicken,flour,grapes,hamburger meat,liquor,meat,newspapers,salty snack,sausage,specialty bar,tropical fruit,whole milk,yogurt"
3120,"beef,berries,bottled water,butter,cling film/bags,grapes,liver loaf,meat,newspapers,other vegetables,pastry,pip fruit,sausage,whipped/sour cream,white bread,whole milk,yogurt"
3122,"beverages,bottled beer,bottled water,canned fruit,chicken,citrus fruit,coffee,dessert,hygiene articles,newspapers,oil,other vegetables,pastry,pip fruit,rolls/buns,root vegetables,sausage,soda,white bread"
3123,"bottled beer,bottled water,fruit/vegetable juice,long life bakery product,packaged fruit/vegetables,rolls/buns,sliced cheese,soda,whole milk"
3124,"citrus fruit,rolls/buns,whole milk"
3125,"newspapers,oil,pip fruit,tropical fruit"
3126,"sausage,whole milk"
3127,"bottled beer,bottled water,flower (seeds),hamburger meat,pork,root vegetables,whipped/sour cream,white bread,whole milk"
3128,"bottled beer,bottled water,brown bread,butter,cream cheese ,dessert,frozen meals,ice cream,meat,newspapers,rolls/buns,sausage,soda,specialty bar,whipped/sour cream,yogurt"
3129,"coffee,dessert,hard cheese,pastry,sweet spreads"
3130,"bottled water,canned beer,ice cream,sausage,yogurt"
3131,"long life bakery product,soda,yogurt"
3132,"UHT-milk,berries,bottled beer,chicken,cream cheese ,long life bakery product,pastry,soda,waffles,yogurt"
3133,"butter milk,curd cheese,hamburger meat,margarine,tropical fruit,whipped/sour cream,white wine,yogurt"
3134,"other vegetables,tropical fruit"
3135,"onions,rice,sausage,shopping bags,specialty bar,yogurt"
3136,"flour,soda"
3137,"UHT-milk,beef,beverages,coffee,ice cream,long life bakery product,misc. beverages,newspapers,other vegetables,rolls/buns,root vegetables,soda,spread cheese,sugar,whipped/sour cream,whole milk"
3138,"brown bread,citrus fruit,coffee,curd,hard cheese,margarine,napkins,other vegetables,rolls/buns,root vegetables,salty snack"
3139,"abrasive cleaner,cat food,chicken,citrus fruit,frozen vegetables,misc. beverages,onions,other vegetables,pip fruit,pot plants,rum,soda,tropical fruit,whipped/sour cream,white bread"
3140,"butter,chicken,citrus fruit,cream cheese ,frozen meals,kitchen towels,pasta,salty snack,shopping bags,whole milk"
3141,"brown bread,chicken,frozen vegetables,hard cheese,ketchup,napkins,nut snack,onions,other vegetables,pork,rolls/buns,root vegetables,salty snack,soda,waffles,whole milk"
3142,"butter,cream cheese ,other vegetables,pasta,rolls/buns,soda,tropical fruit,whole milk"
3143,"UHT-milk,candy,coffee,rolls/buns,root vegetables,whipped/sour cream"
3144,"curd,margarine,other vegetables,pastry,pet care,pip fruit,pork,rolls/buns,shopping bags,tropical fruit,yogurt"
3145,"beef,cake bar,candy,citrus fruit,other vegetables,tropical fruit,whole milk"
3146,"cat food,other vegetables,rolls/buns,root vegetables"
3147,"Instant food products,citrus fruit,sauces,tropical fruit,vinegar"
3148,"UHT-milk,bottled beer,chocolate,frankfurter,ham,margarine,pot plants,sausage,shopping bags,yogurt"
3149,"napkins,pastry,whipped/sour cream"
3150,"brown bread,flower soil/fertilizer,hamburger meat,pastry,pip fruit,whole milk"
3151,"bottled water,dessert,domestic eggs,margarine,meat,rolls/buns"
3152,"processed cheese,rolls/buns,semi-finished bread,whole milk"
3153,"baking powder,brown bread,cake bar,canned beer,frankfurter,frozen vegetables,misc. beverages,newspapers,onions,other vegetables,pastry,pork,whipped/sour cream,yogurt"
3154,"bottled water,citrus fruit,finished products,grapes,napkins,other vegetables,pip fruit,rolls/buns,root vegetables,shopping bags,sliced cheese"
3155,"citrus fruit,meat"
3156,"berries,frozen vegetables,packaged fruit/vegetables,sausage,soda,whipped/sour cream"
3157,"Instant food products,newspapers,sausage,shopping bags,waffles,white wine,whole milk"
3158,"bottled beer,bottled water,citrus fruit,frozen vegetables,hamburger meat,margarine,processed cheese,soda"
3159,"napkins,other vegetables,pip fruit,shopping bags,white bread,whole milk"
3160,"chewing gum,chocolate,other vegetables,pip fruit,processed cheese,red/blush wine,shopping bags,soda,yogurt"
3161,"brandy,coffee,frozen dessert,fruit/vegetable juice,onions,other vegetables,sausage,whole milk"
3162,"bottled water,soda"
3163,"potato products,rolls/buns,salty snack,yogurt"
3164,"brown bread,butter,citrus fruit,coffee,dessert,hygiene articles,long life bakery product,meat,napkins,pip fruit,pork,rolls/buns,shopping bags,white bread,whole milk,yogurt"
3165,"butter milk,frankfurter,herbs,liquor,male cosmetics,other vegetables,packaged fruit/vegetables,pip fruit,rolls/buns,sausage,specialty chocolate,tropical fruit,whole milk,yogurt"
3166,"UHT-milk,bottled water,cat food,dishes,house keeping products,hygiene articles,other vegetables,pip fruit,pork,specialty bar,waffles,whole milk"
3167,"chocolate,hygiene articles,rolls/buns,soda,specialty chocolate,whipped/sour cream"
3168,"brown bread,butter milk,coffee,flour,ice cream,other vegetables,pudding powder,root vegetables,soda,sugar,tropical fruit"
3169,"UHT-milk,berries,herbs,other vegetables,pip fruit,white bread"
3170,"beef,beverages,brown bread,chicken,grapes,male cosmetics,other vegetables,roll products ,root vegetables,waffles,white bread,yogurt"
3171,"chocolate,other vegetables,specialty chocolate"
3172,"bottled beer,bottled water,dish cleaner,newspapers,pickled vegetables,whipped/sour cream,whole milk"
3173,"root vegetables,whipped/sour cream"
3174,"bottled water,brown bread,butter milk,frozen dessert"
3175,"canned fish,chicken,cream cheese ,curd,frankfurter,meat,other vegetables,processed cheese,rolls/buns,sausage,soda,zwieback"
3176,"bottled beer,bottled water,citrus fruit,dish cleaner,margarine,newspapers,pastry,pork,red/blush wine,root vegetables,whole milk"
3177,"butter milk,pip fruit,soda,yogurt"
3178,"bottled beer,bottled water,butter,candy,dessert,frankfurter,other vegetables,rolls/buns,sugar,waffles,whole milk,yogurt"
3179,"rolls/buns,sausage"
3180,"baking powder,bathroom cleaner,bottled beer,canned beer,citrus fruit,condensed milk,curd,domestic eggs,flour,ham,margarine,newspapers,onions,other vegetables,pastry,rolls/buns,root vegetables,sausage,sugar,tropical fruit,waffles,whole milk,yogurt,zwieback"
3181,"berries,beverages,bottled beer,butter milk,canned fish,chicken,domestic eggs,grapes,herbs,pastry,pip fruit,salty snack,zwieback"
3182,"Instant food products,beef,bottled beer,butter,curd,newspapers,pastry,processed cheese,rice,soda,sweet spreads,whole milk,zwieback"
3183,"brown bread,fruit/vegetable juice,grapes,pork,rolls/buns,soda,tropical fruit"
3184,"berries,citrus fruit,domestic eggs,fruit/vegetable juice,onions,packaged fruit/vegetables,root vegetables,seasonal products,semi-finished bread,sliced cheese,whole milk"
3185,"candy,long life bakery product,misc. beverages,newspapers,oil,pastry,pork,sausage,specialty bar,yogurt"
3186,"curd,ham,hard cheese,liver loaf,long life bakery product,misc. beverages,oil,other vegetables,rolls/buns,tropical fruit"
3188,"canned fish,chocolate marshmallow,fruit/vegetable juice,other vegetables,tropical fruit,whole milk"
3189,"bottled water,brown bread,candles,citrus fruit,dental care,dish cleaner,fruit/vegetable juice,kitchen towels,pot plants,rolls/buns,root vegetables,seasonal products,whole milk,yogurt"
3190,"beverages,bottled beer,butter milk,curd,hamburger meat,kitchen towels,liquor,pastry,soda,tropical fruit,whole milk,yogurt"
3191,"chocolate marshmallow,frozen meals,frozen vegetables,onions,pip fruit"
3193,"cat food,frozen meals,oil,other vegetables,rolls/buns,salty snack,sausage,tropical fruit,whipped/sour cream,whole milk,yogurt"
3194,"UHT-milk,cake bar,canned beer,chicken,frozen vegetables,fruit/vegetable juice,liver loaf,napkins,pastry,pickled vegetables,soda,tropical fruit"
3195,"canned beer,cooking chocolate,hygiene articles,pork,rolls/buns,yogurt"
3196,"pip fruit,shopping bags,soda,tropical fruit,whole milk"
3197,"margarine,sausage"
3198,"citrus fruit,dish cleaner,hamburger meat,pip fruit,white bread"
3199,"berries,citrus fruit"
3200,"berries,butter,hamburger meat,oil,other vegetables,specialty chocolate,whole milk,yogurt"
3201,"artif. sweetener,berries,bottled water,cream cheese ,curd,flower (seeds),newspapers,pasta,soap,soda,specialty chocolate,sugar,tropical fruit,whole milk"
3202,"butter,ham,newspapers,pip fruit,soda,tropical fruit,yogurt"
3203,"berries,citrus fruit,flower (seeds),frankfurter,newspapers,onions,other vegetables,pastry,pet care,soda"
3204,"berries,cream cheese ,curd,frozen fish,oil,popcorn,rolls/buns,shopping bags,tropical fruit,yogurt"
3205,"butter,chewing gum,detergent,frankfurter,frozen vegetables,other vegetables,pip fruit,pork,red/blush wine,sausage,soda,whipped/sour cream"
3206,"canned vegetables,curd,domestic eggs,frankfurter,instant coffee,long life bakery product,root vegetables,rum,shopping bags,soap,soda,tropical fruit"
3207,"bottled beer,bottled water,candles,canned fish,chocolate,frozen potato products,napkins,pip fruit,seasonal products,soda,sparkling wine,sweet spreads,tropical fruit,yogurt"
3208,"chicken,cream cheese ,dishes,fruit/vegetable juice,long life bakery product,newspapers,pastry,rolls/buns,root vegetables,whole milk"
3209,"UHT-milk,canned beer,liquor,meat,newspapers,other vegetables,pastry,rolls/buns,salty snack"
3210,"citrus fruit,cling film/bags,hard cheese,herbs,hygiene articles,pork,tropical fruit,whole milk"
3211,"bathroom cleaner,rolls/buns,tropical fruit,whole milk"
3212,"coffee,ham,soda,whole milk"
3213,"chocolate marshmallow,hard cheese,hygiene articles,photo/film,rolls/buns,soda,whipped/sour cream"
3214,"UHT-milk,baking powder,beverages,bottled beer,brown bread,butter,butter milk,canned beer,canned vegetables,frozen meals,long life bakery product,root vegetables,tropical fruit,whipped/sour cream,yogurt"
3215,"bottled water,canned beer,curd,frankfurter,rolls/buns,sausage,sliced cheese,specialty cheese,tropical fruit,whipped/sour cream"
3216,"newspapers,other vegetables,rolls/buns,whole milk"
3217,"bottled beer,cream cheese ,dessert,pork,soda,whole milk"
3218,"cereals,dishes,pastry,sugar,waffles"
3219,"dishes,other vegetables,shopping bags,tropical fruit,waffles,whole milk"
3220,"canned beer,citrus fruit,finished products,misc. beverages,other vegetables,pip fruit,pork,rolls/buns,salty snack,soda"
3221,"beef,berries,bottled beer,bottled water,chocolate,curd,detergent,fruit/vegetable juice,hamburger meat,house keeping products,other vegetables,pastry,rolls/buns,salty snack,soda,soft cheese,spices,sweet spreads"
3222,"candy,citrus fruit,frozen meals,other vegetables,rolls/buns,shopping bags,sliced cheese,whole milk"
3223,"liquor,photo/film,pork"
3224,"bottled beer,bottled water,cream cheese ,frankfurter,hamburger meat,liver loaf,pastry,root vegetables,shopping bags,soda"
3225,"beef,berries,bottled beer,frozen vegetables,ice cream,napkins,other vegetables,sausage,soda,tropical fruit,whipped/sour cream,white wine,whole milk,yogurt"
3226,"chocolate,fish,fruit/vegetable juice,ham,long life bakery product,meat spreads,rolls/buns,yogurt"
3227,"bottled beer,canned beer,cat food,chicken,jam,pastry,pip fruit,seasonal products,shopping bags,soda,spices,whole milk,yogurt"
3228,"butter milk,chicken,organic sausage,other vegetables,sausage,tropical fruit,whipped/sour cream"
3229,"UHT-milk,bottled water,cat food,coffee,curd,frozen vegetables,margarine,other vegetables,rolls/buns,tea,whipped/sour cream,white bread"
3230,"other vegetables,roll products "
3231,"bottled water,cocoa drinks,sausage,semi-finished bread,tropical fruit"
3232,"berries,beverages,dessert,frozen vegetables,ice cream,other vegetables,pastry,red/blush wine,rolls/buns,soda,whipped/sour cream,white wine,whole milk,yogurt"
3233,"chocolate,waffles"
3234,"citrus fruit,tropical fruit"
3235,"ice cream,long life bakery product,margarine,pork,root vegetables,skin care,whole milk"
3236,"berries,brown bread,condensed milk,dessert,dish cleaner,finished products,herbs,rolls/buns,waffles,whipped/sour cream"
3237,"UHT-milk,butter milk,candy,frozen vegetables,fruit/vegetable juice,other vegetables,roll products ,rolls/buns,specialty bar,sweet spreads,yogurt"
3238,"bottled beer,canned beer,newspapers,rolls/buns,root vegetables,specialty bar,white bread"
3239,"citrus fruit,yogurt"
3240,"canned beer,citrus fruit,whole milk"
3241,"brown bread,chicken,grapes,ham,rolls/buns,root vegetables,whole milk"
3242,"UHT-milk,bottled water,brown bread,frankfurter,pip fruit,whole milk,yogurt"
3243,"pot plants,whole milk"
3244,"canned fish,newspapers,rolls/buns,root vegetables,sausage,whole milk"
3245,"beef,beverages,chocolate,citrus fruit,coffee,curd,dish cleaner,hamburger meat,margarine,mayonnaise,newspapers,other vegetables,pip fruit,soda,white wine,whole milk"
3246,"beef,canned beer,coffee,dessert,frozen meals,frozen vegetables,fruit/vegetable juice,napkins,pastry,pork,pot plants,rolls/buns,root vegetables,soda,whole milk,yogurt"
3247,"UHT-milk,candy,canned beer,cat food,coffee,dishes,frozen vegetables,fruit/vegetable juice,misc. beverages,other vegetables,pastry,pip fruit,rice,rolls/buns,root vegetables,sliced cheese,spread cheese,sugar,whole milk,yogurt,zwieback"
3248,"UHT-milk,chicken,citrus fruit,flour,hamburger meat,liquor,other vegetables,pork,processed cheese,root vegetables,shopping bags,soda,soups,spread cheese,tropical fruit,white bread,whole milk"
3249,"beverages,dessert,ham"
3250,"liquor,root vegetables,soda,tropical fruit,whole milk"
3251,"beef,butter,chocolate,frankfurter,frozen meals,margarine,napkins,other vegetables,rolls/buns,salt,shopping bags,soda,whole milk,yogurt"
3252,"bottled water,brown bread,chicken,citrus fruit,mustard,other vegetables,pastry,pip fruit,rolls/buns,sausage,whole milk"
3253,"frozen fish,sweet spreads,whipped/sour cream,whole milk"
3254,"brown bread,cream cheese ,frankfurter,other vegetables,photo/film,rolls/buns,root vegetables,shopping bags,soda,whole milk"
3255,"UHT-milk,bottled beer,domestic eggs,frozen dessert,ice cream,newspapers,other vegetables,pork,rolls/buns,root vegetables,semi-finished bread,soda,tropical fruit,whole milk"
3256,"canned beer,cream cheese ,pork,sliced cheese,soda,toilet cleaner,white bread,yogurt"
3257,"bottled water,dog food,domestic eggs,meat,other vegetables,pastry,root vegetables,soda,whole milk,yogurt"
3258,"berries,bottled beer,bottled water,curd,flower (seeds),other vegetables,rum,soap,specialty cheese,tropical fruit,white wine,yogurt"
3259,"butter,canned beer,cream cheese ,dishes,oil,other vegetables,sausage,shopping bags,soda"
3260,"UHT-milk,dish cleaner,ham,meat,onions,waffles,whole milk"
3262,"UHT-milk,bottled beer,domestic eggs,frankfurter,frozen meals,newspapers,other vegetables,pip fruit,rolls/buns,soda,soups,tropical fruit,whole milk,yogurt"
3263,"chocolate,cling film/bags,coffee,pasta,soda,sugar,waffles"
3264,"brown bread,dessert,margarine,onions,root vegetables,sausage,spread cheese,whipped/sour cream,white bread,whole milk"
3265,"chocolate,cream cheese ,domestic eggs,packaged fruit/vegetables,pastry,specialty bar,whole milk"
3266,"UHT-milk,bottled beer,brown bread,canned beer,chewing gum,coffee,domestic eggs,frankfurter,hamburger meat,margarine,misc. beverages,other vegetables,pastry,pork,rolls/buns,root vegetables,salty snack,sausage,semi-finished bread,soda"
3267,"beverages,brown bread,cat food,frankfurter,herbs,other vegetables,sauces,soda,yogurt"
3268,"canned beer,canned fish,citrus fruit,cling film/bags,dessert,dish cleaner,hamburger meat,long life bakery product,margarine,rolls/buns,root vegetables,shopping bags,specialty cheese,white bread,whole milk"
3269,"sausage,tidbits,whipped/sour cream,whole milk,yogurt"
3270,"bottled water,whole milk"
3271,"other vegetables,sausage,soda,specialty fat,white wine,yogurt"
3272,"canned beer,dessert,whipped/sour cream,yogurt"
3273,"beef,butter,citrus fruit,margarine,other vegetables,sausage,snack products,whipped/sour cream,whole milk"
3275,"flour,frankfurter,frozen potato products,napkins,other vegetables,sugar,whole milk,yogurt"
3276,"canned beer,chicken,chocolate,curd cheese,frozen fish,frozen vegetables,root vegetables,sausage,snack products,specialty chocolate,whole milk"
3277,"beef,fruit/vegetable juice,grapes,hygiene articles,other vegetables,whole milk,yogurt"
3278,"coffee,dish cleaner,frozen dessert,specialty chocolate"
3279,"candy,frankfurter,ketchup,packaged fruit/vegetables,shopping bags,soda,waffles"
3280,"UHT-milk,beef,soda,tropical fruit,whole milk"
3281,"beef,frozen potato products,napkins,root vegetables,sausage,yogurt"
3282,"chocolate,frankfurter,ice cream,kitchen towels,margarine,other vegetables,rolls/buns,sausage,seasonal products,soda,yogurt"
3283,"coffee,frozen fish,mayonnaise,onions,packaged fruit/vegetables,soda,whole milk,yogurt"
3284,"canned fish,coffee,curd,dishes,fruit/vegetable juice,instant coffee,misc. beverages,newspapers,oil,other vegetables,pot plants,rolls/buns,tropical fruit,whole milk,yogurt"
3285,"domestic eggs,hygiene articles,other vegetables,sausage,tropical fruit,whipped/sour cream,whole milk"
3286,"artif. sweetener,finished products,herbs,yogurt"
3287,"chocolate,cleaner,dessert,herbs,napkins,onions,other vegetables,pastry,pork,rolls/buns,root vegetables,vinegar"
3288,"bottled water,brown bread,frozen chicken,other vegetables,pip fruit,whole milk"
3289,"beef,candy,chicken,chocolate,curd,domestic eggs,frankfurter,fruit/vegetable juice,hard cheese,margarine,misc. beverages,other vegetables,rolls/buns,root vegetables,soft cheese,specialty chocolate,sugar,tropical fruit,whipped/sour cream,white bread,yogurt"
3290,"sausage,soda"
3291,"butter milk,newspapers,semi-finished bread,tropical fruit"
3292,"beef,dessert,dishes,pork,red/blush wine,whole milk"
3293,"bottled beer,misc. beverages,nuts/prunes,rolls/buns,sausage,soda,vinegar"
3294,"beef,chocolate,coffee,dessert,grapes,newspapers,onions,other vegetables,pastry,pickled vegetables,root vegetables,whipped/sour cream"
3295,"canned beer,chocolate marshmallow,hamburger meat,house keeping products,other vegetables,root vegetables,rum,sausage,yogurt"
3296,"baking powder,detergent,hamburger meat,organic sausage,other vegetables,packaged fruit/vegetables,pickled vegetables,root vegetables,soda,specialty bar,whole milk,yogurt,zwieback"
3297,"butter,cat food,dessert,frozen meals,fruit/vegetable juice,meat,other vegetables,processed cheese,sausage,tropical fruit,whole milk,yogurt"
3298,"canned beer,chocolate,citrus fruit,herbs,margarine,prosecco,roll products ,sausage,whole milk"
3299,"beef,bottled water,cat food,cream cheese ,frozen meals,ham,hard cheese,onions,sparkling wine,tropical fruit,waffles"
3300,"cat food,domestic eggs,fruit/vegetable juice,hamburger meat,newspapers,other vegetables,rolls/buns,root vegetables,soda"
3301,"cream cheese ,soda"
3302,"canned beer,hygiene articles,napkins,pork,whole milk"
3303,"bottled water,butter,citrus fruit,dessert,dishes,margarine,root vegetables,whole milk"
3304,"berries,bottled beer,hygiene articles,other vegetables,root vegetables,soda,whipped/sour cream,white bread"
3305,"chocolate,newspapers,shopping bags,soda,whole milk"
3306,"bottled beer,canned beer,dog food,frankfurter,frozen vegetables,root vegetables,sausage,soda,spread cheese,whole milk,yogurt"
3307,"baking powder,bottled water,chocolate,citrus fruit,other vegetables,pip fruit,pork,sausage,specialty bar,yogurt"
3308,"UHT-milk,bottled water,brown bread,butter,chewing gum,chicken,citrus fruit,condensed milk,frozen dessert,light bulbs,napkins,newspapers,nut snack,other vegetables,pastry,processed cheese,rolls/buns,shopping bags,soda,soft cheese,spices,tea,whole milk,yogurt"
3309,"beef,brown bread,domestic eggs,frozen dessert,misc. beverages,other vegetables,packaged fruit/vegetables,root vegetables,salty snack,semi-finished bread,shopping bags,white bread,whole milk"
3310,"berries,canned beer,chewing gum,domestic eggs,flour,grapes,pork,rolls/buns,soda,white bread,yogurt"
3311,"frozen fish,frozen vegetables,misc. beverages,rolls/buns,root vegetables,shopping bags,specialty cheese,whole milk"
3312,"berries,brown bread,curd,domestic eggs,margarine,meat,rolls/buns,tidbits,whole milk"
3313,"bottled beer,hard cheese,root vegetables,tropical fruit,white bread,whole milk"
3314,"ice cream,long life bakery product"
3315,"candy,canned beer,chewing gum,coffee,frozen meals,onions,rolls/buns,tropical fruit,whole milk,yogurt"
3316,"abrasive cleaner,cleaner,cream cheese ,rolls/buns,seasonal products,whole milk,yogurt"
3317,"dessert,pork,shopping bags,soda,yogurt"
3318,"cat food,curd,other vegetables"
3319,"bottled beer,napkins,oil,salty snack,soda"
3320,"bottled beer,brandy,hamburger meat,processed cheese,rolls/buns,whipped/sour cream"
3321,"bottled beer,butter,coffee,frozen fish,fruit/vegetable juice,rolls/buns,salty snack,sausage,sliced cheese,tropical fruit,white bread,white wine,yogurt"
3322,"UHT-milk,beef,bottled beer,citrus fruit,fruit/vegetable juice,ham,ice cream,pip fruit,rolls/buns,sausage,soda,specialty bar,whole milk,yogurt"
3323,"beef,berries,brown bread,candles,fruit/vegetable juice,oil,pastry,rolls/buns,sausage,shopping bags"
3324,"butter,chewing gum,coffee,dog food,frozen potato products,ice cream,other vegetables,pastry,rolls/buns,spices,whole milk"
3325,"UHT-milk,beef,cream cheese ,frozen vegetables,ham,hard cheese,newspapers,other vegetables,root vegetables,shopping bags,whipped/sour cream,white bread,whole milk"
3326,"beverages,chicken,rolls/buns,whole milk"
3327,"beef,bottled water,brown bread,chocolate marshmallow,dishes,frozen potato products,grapes,other vegetables,pip fruit,rolls/buns,semi-finished bread,soda,soft cheese"
3328,"butter milk,cream cheese ,domestic eggs,ham,ice cream,napkins,rice,shopping bags,soda,whole milk"
3329,"brown bread,cream cheese ,dog food,frozen meals,frozen vegetables,pastry,potato products,rolls/buns,white bread,whole milk,yogurt"
3330,"chewing gum,curd,hamburger meat,spread cheese,tropical fruit"
3331,"flour,frankfurter,ice cream,shopping bags,soda,waffles,whole milk"
3332,"domestic eggs,frozen dessert,oil,pork,root vegetables"
3333,"beverages,other vegetables,rolls/buns,yogurt"
3334,"chicken,liquor (appetizer),pip fruit,root vegetables,soda,vinegar,white wine,whole milk"
3335,"canned fish,fruit/vegetable juice,light bulbs,long life bakery product"
3336,"pork,tropical fruit"
3337,"beef,bottled beer,chewing gum,citrus fruit,coffee,liver loaf,root vegetables,shopping bags,waffles,whole milk,yogurt"
3338,"hamburger meat,other vegetables,pasta,pip fruit,seasonal products,snack products,soda,whole milk"
3339,"butter milk,canned beer,margarine,meat,napkins,pork,rolls/buns,whole milk"
3341,"brown bread,chicken,detergent,hamburger meat,shopping bags"
3342,"bottled water,brandy,chocolate,ice cream,long life bakery product,pork,sausage,specialty fat"
3343,"berries,butter milk,frankfurter,hygiene articles,misc. beverages,rolls/buns,salty snack,shopping bags,specialty bar,whole milk"
3344,"bottled water,canned beer,cling film/bags,margarine,newspapers,rolls/buns,sausage,tropical fruit,whole milk,yogurt"
3345,"soda,whole milk"
3346,"beef,frozen meals,ice cream,margarine,napkins,tropical fruit"
3347,"beef,canned beer,coffee,ice cream,margarine,other vegetables,pastry,rolls/buns,sausage,soda,whipped/sour cream,whole milk"
3348,"brown bread,cat food,dessert,frozen vegetables,herbs,margarine,newspapers,other vegetables,pickled vegetables,root vegetables,sausage,soda,whole milk"
3349,"curd,herbs,liquor,organic sausage,other vegetables,rolls/buns,tropical fruit,whole milk"
3350,"baking powder,citrus fruit,newspapers,rolls/buns"
3351,"bottled beer,citrus fruit,margarine,other vegetables,pork"
